#architect_id	architectJa	architectEn	architectJa_cleaned	architectEn_cleaned
8867	シナト（sinato）|コクヨ|トランジットジェネラルオフィス|	sinato| KOKUYO| TRANSIT GENERAL OFFICE	シナト（SINATO）|コクヨ|トランジットジェネラルオフィス|	SINATO| KOKUYO| TRANSIT GENERAL OFFICE
8868	リビングデザインセンターOZONE|中川エリカ建築設計事務所	LIVING DESIGN CENTER OZONE|ERIKA NAKAGAWA OFFICE	リビングデザインセンターOZONE|中川エリカ建築設計事務所	LIVING DESIGN CENTER OZONE|ERIKA NAKAGAWA OFFICE
8872	槇総合計画事務所|Opolis	MAKI AND ASSOCIATES | OPOLIS	槇総合計画事務所|OPOLIS	MAKI AND ASSOCIATES | OPOLIS
8874	ハプティック|新宅工務店|KINO architects|PERSIMMON HILLS architects	HAPTIC|SHINTAKU|KINO architects|PERSIMMON HILLS architects	ハプティック|新宅工務店|KINO ARCHITECTS|PERSIMMON HILLS ARCHITECTS	HAPTIC|SHINTAKU|KINO ARCHITECTS|PERSIMMON HILLS ARCHITECTS
8879	谷内田章夫／エアリアル	AERIAL ASSOCIATES	谷内田章夫／エアリアル	AERIAL ASSOCIATES
8881	日建設計|隈研吾建築都市設計事務所	NIKKEN SEKKEI| KENGO KUMA & ASSOCIATES	日建設計|隈研吾建築都市設計事務所	NIKKEN SEKKEI| KENGO KUMA & ASSOCIATES
8882	市浦ハウジング&プランニング	ICHIURA HOUSING & PLANNING	市浦ハウジング&プランニング	ICHIURA HOUSING & PLANNING
8883	浅利幸男＋石毛正弘／ラブアーキテクチャー	LOVE ARCHITECTURE	浅利幸男＋石毛正弘／ラブアーキテクチャー	LOVE ARCHITECTURE
8885	神本豊秋＋再生建築研究所	SAISEIKENCHIKU LABORATORY	神本豊秋＋再生建築研究所	SAISEIKENCHIKU LABORATORY
8886	ふくしまCLT木造建築研究会|木あみ|青島啓太	FUKUSHIMA CLT ORGANIZATION| KIAMI|KEITA AOSHIMA	ふくしまCLT木造建築研究会|木あみ|青島啓太	FUKUSHIMA CLT ORGANIZATION| KIAMI|KEITA AOSHIMA
8887	平田晃久建築設計事務所|昌瑜建築師事務所	AKIHISA HIRATA ARCHITECTURE OFFICE|  CHANG YU ARCHITECTURE OFFICE| 	平田晃久建築設計事務所|昌瑜建築師事務所	AKIHISA HIRATA ARCHITECTURE OFFICE|  CHANG YU ARCHITECTURE OFFICE| 
8890	髙橋一平建築事務所	TAKAHASHI IPPEI OFFICE	髙橋一平建築事務所	TAKAHASHI IPPEI OFFICE
8892	北山恒＋工藤徹／architecture WORKSHOP	ARCHITECTURE WORKSHOP	北山恒＋工藤徹／ARCHITECTURE WORKSHOP	ARCHITECTURE WORKSHOP
8893	リビタ|成瀬・猪熊建築設計事務所|	REBITA| NARUSE+INOKUMA ARCHITECTS	リビタ|成瀬・猪熊建築設計事務所|	REBITA| NARUSE+INOKUMA ARCHITECTS
8894	SUGAWARADAISUKE建築事務所	SUGAWARADAISUKE ARCHITECTS	SUGAWARADAISUKE建築事務所	SUGAWARADAISUKE ARCHITECTS
8895	北川原温建築都市研究所|東日本旅客鉄道八王子支社|ジェイアール東日本建築設計事務所	ATSUSHI KITAGAWARA ARCHITECTS|EAST JAPAN RAILWAY COMPANY|JR EAST DESIGN CORPORATION	北川原温建築都市研究所|東日本旅客鉄道八王子支社|ジェイアール東日本建築設計事務所	ATSUSHI KITAGAWARA ARCHITECTS|EAST JAPAN RAILWAY COMPANY|JR EAST DESIGN CORPORATION
8897	伊藤孝紀／タイプ・エービー	TAKANORI ITO／TYPE A / B	伊藤孝紀／タイプ・エービー	TAKANORI ITO/TYPE A / B
8898	中村竜治建築設計事務所|長坂常／スキーマ建築計画	RYUJI NAKAMURA  & ASSOCIATES| SCHEMATA ARCHITECTS／JO NAGASAKA	中村竜治建築設計事務所|長坂常／スキーマ建築計画	RYUJI NAKAMURA  & ASSOCIATES| SCHEMATA ARCHITECTS/JO NAGASAKA
8899	佐藤総合計画|ライト岡田設計	AXS SATOW | RAITO OKADA ARCHITECT OFFICE	佐藤総合計画|ライト岡田設計	AXS SATOW | RAITO OKADA ARCHITECT OFFICE
8901	Ginza Sony Park Project	GINZA SONY PARK PROJECT	GINZA SONY PARK PROJECT	GINZA SONY PARK PROJECT
8902	西沢大良建築設計事務所＋芝浦工業大学西沢大良研究室	TAIRA NISHIZAWA ARCHITECTS	西沢大良建築設計事務所＋芝浦工業大学西沢大良研究室	TAIRA NISHIZAWA ARCHITECTS
8904	中村拓志&NAP建築設計事務所|大和ハウス工業	HIROSHI NAKAMURA&NAP|DAIWA HOUSE INDUSTRY	中村拓志／NAP建築設計事務所|大和ハウス工業	HIROSHI NAKAMURA&NAP|DAIWA HOUSE INDUSTRY
8908	三菱地所設計／大森晃＋梶隆之＋間部賢太郎	MITSUBISHI JISHO SEKKEI	三菱地所設計／大森晃＋梶隆之＋間部賢太郎	MITSUBISHI JISHO SEKKEI
8909	大和ハウス工業	DAIWA HOUSE INDUSTRY	大和ハウス工業	DAIWA HOUSE INDUSTRY
8911	三菱地所設計／大草徹也＋須部恭浩＋藤貴彰＋川岸昇|瀚亞國際設計	MITSUBISHI JISHO SEKKEI | ARCHASIA DESIGN GROUP	三菱地所設計／大草徹也＋須部恭浩＋藤貴彰＋川岸昇|瀚亞國際設計	MITSUBISHI JISHO SEKKEI | ARCHASIA DESIGN GROUP
8914	三菱地所設計|日建設計コンストラクション・マネジメント	MITSUBISHI JISHO SEKKEI 　|　 NIKKEN SEKKEI CONSTRUCTION MANAGEMENT	三菱地所設計|日建設計コンストラクション・マネジメント	MITSUBISHI JISHO SEKKEI  |  NIKKEN SEKKEI CONSTRUCTION MANAGEMENT
8915	KIAS イシダアーキテクツスタジオ	KIAS|	KIAS イシダアーキテクツスタジオ	KIAS|
8917	リアルゲイト|トランジットジェネラルオフィス|DAISHIZEN（SOLSO）	REALGATE　|TRANSIT GENERAL OFFICE|　SOLSO	リアルゲイト|トランジットジェネラルオフィス|DAISHIZEN（SOLSO）	REALGATE |TRANSIT GENERAL OFFICE| SOLSO
8920	CLOUDS ARCHITECTURE OFFICE	CLOUDS ARCHITECTURE OFFICE	CLOUDS ARCHITECTURE OFFICE	CLOUDS ARCHITECTURE OFFICE
8921	西澤俊理／NISHIZAWAARCHITECTS	NISHIZAWAARCHITECTS	西澤俊理／NISHIZAWAARCHITECTS	NISHIZAWAARCHITECTS
8922	KUU／佐伯聡子＋タンK.M.	KUU / SATOKO SAEKI ＋ K.M.TAN	KUU／佐伯聡子＋タンK.M.	KUU / SATOKO SAEKI + K.M.TAN
8924	山下設計|プレイスメディア|清水建設	YAMASHITA SEKKEI|PLACEMEDIA|SHIMIZU CORPORATION	山下設計|プレイスメディア|清水建設	YAMASHITA SEKKEI|PLACEMEDIA|SHIMIZU CORPORATION
8926	稲垣淳哉＋佐野哲史＋永井拓生＋堀英祐／Eureka	JUNYA INAGAKI＋SATOSHI SANO＋TAKUO NAGAI＋EISUKE HORI ／EUREKA 	稲垣淳哉＋佐野哲史＋永井拓生＋堀英祐／EUREKA	JUNYA INAGAKI+SATOSHI SANO+TAKUO NAGAI+EISUKE HORI /EUREKA 
8927	槇総合計画事務所|長野設計協同組合	MAKI AND ASSOCIATES|NAGANO	槇総合計画事務所|長野設計協同組合	MAKI AND ASSOCIATES|NAGANO
8929	乾久美子建築設計事務所	INUI ARCHITECTS|	乾久美子建築設計事務所	INUI ARCHITECTS|
8930	徳田慎一建築設計事務所	OFFICE OF SHINICHI TOKUDA	徳田慎一建築設計事務所	OFFICE OF SHINICHI TOKUDA
8931	東京大学建築学専攻T_ADS（隈研吾研究室＋小渕祐介研究室＋佐藤淳）|長谷工コーポレーション	THE UNIVERSITY OF TOKYO T_ADS（KENGO KUMA LABORATORY ＋ YUSUKE OBUCHI LABORATORY ＋ JUN SATO）| HASEKO CORPORATION	東京大学建築学専攻T_ADS（隈研吾研究室＋小渕祐介研究室＋佐藤淳）|長谷工コーポレーション	THE UNIVERSITY OF TOKYO T_ADS(KENGO KUMA LABORATORY + YUSUKE OBUCHI LABORATORY + JUN SATO)| HASEKO CORPORATION
8932	小西佑佳 林研太朗	TOKYO UNIVERSITY LABORATORY OF WOODBASED MATERIALAS & TIMBER ENGINEERING	小西佑佳 林研太朗	TOKYO UNIVERSITY LABORATORY OF WOODBASED MATERIALAS & TIMBER ENGINEERING
8933	山下設計|大成建設環境本部|ツリーハウスクリエーション|佐藤淳構造設計事務所|オンデザイン	YAMASHITA SEKKEI|TAISEI CORPORATION ENVIRONMENT DIV　|　　TREE HOUSE CREATIONS　|　　JUN SATO STRUCTUAL ENGINEERS|ONDESIGN PARTNERS	山下設計|大成建設環境本部|ツリーハウスクリエーション|佐藤淳構造設計事務所|オンデザイン	YAMASHITA SEKKEI|TAISEI CORPORATION ENVIRONMENT DIV |  TREE HOUSE CREATIONS |  JUN SATO STRUCTUAL ENGINEERS|ONDESIGN PARTNERS
8934	瀬野和広＋設計アトリエ	KAZUHIRO SENO＋ATELIER ART	瀬野和広＋設計アトリエ	KAZUHIRO SENO+ATELIER ART
8936	多田善昭建築設計事務所|	YOSHIAKI TADA ARCHITECT AND ASSOCIATES|	多田善昭建築設計事務所|	YOSHIAKI TADA ARCHITECT AND ASSOCIATES|
8938	松尾建設一級建築士事務所	MATSUO CONSTRUCTION|	松尾建設一級建築士事務所	MATSUO CONSTRUCTION|
8939	富永大毅＋藤間弥恵／富永大毅建築都市計画事務所	HIROKI TOMINAGA-ATELIER	富永大毅＋藤間弥恵／富永大毅建築都市計画事務所	HIROKI TOMINAGA-ATELIER
8940	矢橋徹建築設計事務所	YABASHI ARCHITECTS	矢橋徹建築設計事務所	YABASHI ARCHITECTS
8944	能勢修治＋浜橋正＋長田純一／石本建築事務所|山田憲明構造設計事務所	ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM| YAMADA NORIAKI STRUCTURAL DESIGN OFFICE	能勢修治＋浜橋正＋長田純一／石本建築事務所|山田憲明構造設計事務所	ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM| YAMADA NORIAKI STRUCTURAL DESIGN OFFICE
8947	長谷川欣則＋堀越ふみ江／ウエノアトリエUENOA	YOSHINORI HASEGAWA＋FUMIE HORIKOSHI／UENOA	長谷川欣則＋堀越ふみ江／ウエノアトリエUENOA	YOSHINORI HASEGAWA+FUMIE HORIKOSHI/UENOA
8948	le style h／Atelier Asami Kazuhiro|住友林業木化推進部	LE STYLE H／ATELIER ASAMI KAZUHIRO| SUMITOMO FORESTRY MOCCA（TIMBER SOLUTIONS）DEPARTMENT	LE STYLE H／ATELIER ASAMI KAZUHIRO|住友林業木化推進部	LE STYLE H/ATELIER ASAMI KAZUHIRO| SUMITOMO FORESTRY MOCCA(TIMBER SOLUTIONS)DEPARTMENT
8951	日建設計／川島克也＋山本武志＋上野山健太	NIKKEN SEKKEI|	日建設計／川島克也＋山本武志＋上野山健太	NIKKEN SEKKEI|
8954	馬場正尊＋平岩祐季／Open A|米田真大／YND ARCHITECTS	MASATAKA BABA + YUKI HIRAIWA / OPEN A | MASAHIRO YONEDA / YND ARCHITECTS	馬場正尊＋平岩祐季／OPEN A|米田真大／YND ARCHITECTS	MASATAKA BABA + YUKI HIRAIWA / OPEN A | MASAHIRO YONEDA / YND ARCHITECTS
8955	タトアーキテクツ	TATO ARCHITECTS	タトアーキテクツ	TATO ARCHITECTS
8957	＠カマタ|馬淵建設一級建築士事務所	@KAMATA| MABUCHI CONSTRUCTION	＠カマタ|馬淵建設一級建築士事務所	@KAMATA| MABUCHI CONSTRUCTION
8960	中山英之建築設計事務所|LIST	HIDEYUKI NAKAYAMA ARCHITECTURE|LIST	中山英之建築設計事務所|LIST	HIDEYUKI NAKAYAMA ARCHITECTURE|LIST
8961	佐藤総合計画|INTERMEDIA	AXS SATOW | INTERMEDIA	佐藤総合計画|INTERMEDIA	AXS SATOW | INTERMEDIA
8963	八重樫直人＋ノルムナルオフィス|日新設計	NORM NULL OFFICE|NISSIN ARCHITECTS	八重樫直人＋ノルムナルオフィス|日新設計	NORM NULL OFFICE|NISSIN ARCHITECTS
8965	建設コンサルタントサニー|ヒュマス|ヨコミゾマコト建築設計事務所|都市企画工房|共同提案体	SUNNY ENGINEERING CONSULTANTS|HUMAS LANDSCAPE ARCHITECTURE|MAKOTO YOKOMIZO ARCHITECTS|TOSHI KIKAKU KOBO|JV	建設コンサルタントサニー|ヒュマス|ヨコミゾマコト建築設計事務所|都市企画工房|共同提案体	SUNNY ENGINEERING CONSULTANTS|HUMAS LANDSCAPE ARCHITECTURE|MAKOTO YOKOMIZO ARCHITECTS|TOSHI KIKAKU KOBO|JV
8966	藤原徹平＋針谷將史＋フジワラテッペイアーキテクツラボ	TEPPEI FUJIWARA＋MASAFUMI HARIGAI＋FUJIWALABO	藤原徹平＋針谷將史＋フジワラテッペイアーキテクツラボ	TEPPEI FUJIWARA+MASAFUMI HARIGAI+FUJIWALABO
8967	谷口建築設計研究所	TANIGUCHI AND ASSOCIATES	谷口建築設計研究所	TANIGUCHI AND ASSOCIATES
8968	大成建設一級建築士事務所|谷口建築設計研究所|観光企画設計社|日本設計|森村設計|NTTファシリティーズ|虎ノ門2-10計画設計共同体	TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS|TANIGUCHI AND ASSOCIATES|KANKO KIKAKU SEKKEISHA|NIHON SEKKEI| P.T.MORIMURA & ASSOCIATES|NTT FACILITIES|JV	大成建設|谷口建築設計研究所|観光企画設計社|日本設計|森村設計|NTTファシリティーズ|虎ノ門2-10計画設計共同体	TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS|TANIGUCHI AND ASSOCIATES|KANKO KIKAKU SEKKEISHA|NIHON SEKKEI| P.T.MORIMURA & ASSOCIATES|NTT FACILITIES|JV
8969	杉本宏之＋谷浩志＋荒井拓州／三菱地所設計	MITSUBISHI JISHO SEKKEI	杉本宏之＋谷浩志＋荒井拓州／三菱地所設計	MITSUBISHI JISHO SEKKEI
8970	佐藤総合計画|清水建設	AXS SATOW|SHIMIZU CORPORATION	佐藤総合計画|清水建設	AXS SATOW|SHIMIZU CORPORATION
8971	久米設計|大成建設一級建築士事務所|松林建築設計事務所|池田設計|設計共同企業体	KUME SEKKEI|TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS|MATSUBAYASHI ARCHITECTURAL DESIGN OFFICE|IKEDA SEKKEI|JV	久米設計|大成建設|松林建築設計事務所|池田設計|設計共同企業体	KUME SEKKEI|TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS|MATSUBAYASHI ARCHITECTURAL DESIGN OFFICE|IKEDA SEKKEI|JV
8973	佐藤総合計画|竹中工務店|日本設計	AXS SATOW|TAKENAKA CORPORATION|NIHON SEKKEI	佐藤総合計画|竹中工務店|日本設計	AXS SATOW|TAKENAKA CORPORATION|NIHON SEKKEI
8974	大林組一級建築士事務所|日立建設設計|日立製作所研究開発グループ|イトーキ|SLDA	OBAYASHI CORPORATION|　HITACHI ARCHITECTS & ENGINEERS | HITACHI RESEARCH & DEVELOPMENT GROUP| ITOKI CORPORATION|SAWADA LIGHTING DESIGN & ANALYSIS	大林組|日立建設設計|日立製作所研究開発グループ|イトーキ|SLDA	OBAYASHI CORPORATION| HITACHI ARCHITECTS & ENGINEERS | HITACHI RESEARCH & DEVELOPMENT GROUP| ITOKI CORPORATION|SAWADA LIGHTING DESIGN & ANALYSIS
8977	渡邉和幸＋斎藤愼一／梓設計	KAZUYUKI WATANABE＋SHINICHI SAITOH／AZUSA SEKKEI	渡邉和幸＋斎藤愼一／梓設計	KAZUYUKI WATANABE+SHINICHI SAITOH/AZUSA SEKKEI
8979	前田建設工業|MOUNT FUJI ARCHITECTS STUDIO|プレイスメディア	MAEDA CORPORATION| MOUNT FUJI ARCHITECTS STUDIO| PLACEMEDIA	前田建設工業|MOUNT FUJI ARCHITECTS STUDIO|プレイスメディア	MAEDA CORPORATION| MOUNT FUJI ARCHITECTS STUDIO| PLACEMEDIA
8980	SUPPOSE DESIGN OFFICE|JR東日本建築設計	SUPPOSE DESIGN OFFICE|JR EAST DESIGN CORPORATION	SUPPOSE DESIGN OFFICE|ジェイアール東日本建築設計事務所	SUPPOSE DESIGN OFFICE|JR EAST DESIGN CORPORATION
8984	ペリクラークペリアーキテクツ|ペリクラークペリアーキテクツ ジャパン|ランドスケープ・プラス|日本設計|KAJIMA DESIGN|内原智史デザイン事務所	PELLI CLARKE PELLI ARCHITECTS | PELLI CLARKE PELLI ARCHITECTS JAPAN| LANDSCAPE PLUS| NIHON SEKKEI| KAJIMA　DESIGN| UCHIHARA CREATIVE LIGHTING DESIGN	ペリクラークペリアーキテクツ|ペリクラークペリアーキテクツ ジャパン|ランドスケープ・プラス|日本設計|KAJIMA DESIGN|内原智史デザイン事務所	PELLI CLARKE PELLI ARCHITECTS | PELLI CLARKE PELLI ARCHITECTS JAPAN| LANDSCAPE PLUS| NIHON SEKKEI| KAJIMA DESIGN| UCHIHARA CREATIVE LIGHTING DESIGN
8985	渋谷駅周辺整備計画共同企業体|日建設計|東急設計コンサルタント|JR東日本建築設計|メトロ開発|隈研吾建築都市設計事務所|SANAA|	SHIBUYA STATION DISTRICT DEVELOPMENT PROJECT CONSORTIUM |NIKKEN SEKKEI|TOKYU ARCHITECTS & ENGINEERS |JR-EAST DESIGN CORPORATION|METRO DEVEROPMENT|KENGO KUMA AND ASSOCIATES|SANAA	渋谷駅周辺整備計画共同企業体|日建設計|東急設計コンサルタント|ジェイアール東日本建築設計事務所|メトロ開発|隈研吾建築都市設計事務所|SANAA|	SHIBUYA STATION DISTRICT DEVELOPMENT PROJECT CONSORTIUM |NIKKEN SEKKEI|TOKYU ARCHITECTS & ENGINEERS |JR-EAST DESIGN CORPORATION|METRO DEVEROPMENT|KENGO KUMA AND ASSOCIATES|SANAA
8987	山下設計|プレイスメディア	YAMASHITA SEKKEI|PLACEMEDIA	山下設計|プレイスメディア	YAMASHITA SEKKEI|PLACEMEDIA
8988	小川達也＋鶴岡大悟郎／16アーキテクツ|三和建設|	16 ARCHITECTS|SANWA GENERAL CONTRACTOR	小川達也＋鶴岡大悟郎／16アーキテクツ|三和建設|	16 ARCHITECTS|SANWA GENERAL CONTRACTOR
8989	竹口健太郎＋山本麻子／アルファヴィル|	ALPHAVILLE ARCHITECTS／ KENTARO TAKEGUCHI＋ASAKO YAMAMOTO|	竹口健太郎＋山本麻子／アルファヴィル|	ALPHAVILLE ARCHITECTS/ KENTARO TAKEGUCHI+ASAKO YAMAMOTO|
8990	多田正治アトリエ|ENDO SHOJIRO DESIGN	TADA MASAHARU ATELIER|ENDO SHOJIRO DESIGN	多田正治アトリエ|ENDO SHOJIRO DESIGN	TADA MASAHARU ATELIER|ENDO SHOJIRO DESIGN
8991	千葉学建築計画事務所|	CHIBA MANABU ARCHITECTS|	千葉学建築計画事務所|	CHIBA MANABU ARCHITECTS|
8992	馬場正尊／Open A|塚越智之＋宮下淳平／塚越宮下設計|	MASATAKA BABA / OPEN A| TSUKAGOSHI MIYASHITA SEKKEI	馬場正尊／OPEN A|塚越智之＋宮下淳平／塚越宮下設計|	MASATAKA BABA / OPEN A| TSUKAGOSHI MIYASHITA SEKKEI
8993	藤森雅彦建築設計事務所|	MASAHIKO FUJIMORI ARCHITECT OFFICE|	藤森雅彦建築設計事務所|	MASAHIKO FUJIMORI ARCHITECT OFFICE|
8994	仲俊治・宇野悠里／仲建築設計スタジオ|	NAKA ARCHITECTS' STUDIO|	仲俊治・宇野悠里／仲建築設計スタジオ|	NAKA ARCHITECTS' STUDIO|
8995	能作文徳建築設計事務所|	FUMINORI NOUSAKU ARCHITECTS|	能作文徳建築設計事務所|	FUMINORI NOUSAKU ARCHITECTS|
8996	つばめ舎建築設計|スタジオ伝伝	TSUBAMESYA ARCHITECTS | STUDIO DEN-DEN	つばめ舎建築設計|スタジオ伝伝	TSUBAMESYA ARCHITECTS | STUDIO DEN-DEN
8997	t e c o|	TECO|	T E C O|	TECO|
8999	スタジオ・ムンバイ|	STUDIO MUMBAI|	スタジオ・ムンバイ|	STUDIO MUMBAI|
9000	隈研吾建築都市設計事務所|SAMURAI|UR都市機構|みのべ建築設計事務所	KENGO KUMA AND ASSOCIATES  | SAMURAI | UR | MINOBE ARCHITECTS OFFICE	隈研吾建築都市設計事務所|SAMURAI|UR都市機構|みのべ建築設計事務所	KENGO KUMA AND ASSOCIATES  | SAMURAI | UR | MINOBE ARCHITECTS OFFICE
9001	駒田剛司＋駒田由香／駒田建築設計事務所|	KOMADA TAKESHI＋KOMADA YUKA／KOMADA ARCHITECTS’ OFFICE|	駒田剛司＋駒田由香／駒田建築設計事務所|	KOMADA TAKESHI+KOMADA YUKA/KOMADA ARCHITECTS’ OFFICE|
9004	ブルースタジオ＋プラスディー設計室	BLUE STUDIO＋PLUS D PLANNING OFFICE	ブルースタジオ＋プラスディー設計室	BLUE STUDIO+PLUS D PLANNING OFFICE
9005	垣田博之建築設計事務所	HIROYUKI KAKITA ARCHITECT OFFICE	垣田博之建築設計事務所	HIROYUKI KAKITA ARCHITECT OFFICE
9006	佐藤研吾／In-Field Studio	KENGO SATO／IN-FIELD STUDIO	佐藤研吾／IN-FIELD STUDIO	KENGO SATO/IN-FIELD STUDIO
9009	オンデザイン／西田司＋湯浅友絵＋大西康隆 オンデザイン／西田司＋塩脇祥＋湯浅友絵	ONDESIGN PARTNERS|	オンデザイン／西田司＋湯浅友絵＋大西康隆 オンデザイン／西田司＋塩脇祥＋湯浅友絵	ONDESIGN PARTNERS|
9010	403architecture [dajiba]／彌田徹＋辻琢磨＋橋本健史	403architecture [dajiba]	403ARCHITECTURE [DAJIBA]／彌田徹＋辻琢磨＋橋本健史	403ARCHITECTURE [DAJIBA]
9011	NTTファシリティーズ|CUP	NTT FACILITIES　|CUP	NTTファシリティーズ|CUP	NTT FACILITIES |CUP
9015	高橋秀通＋大庭拓也／日建設計	NIKKEN SEKKEI	高橋秀通＋大庭拓也／日建設計	NIKKEN SEKKEI
9016	古谷誠章／NASCA|早稲田大学古谷誠章研究室|細木建築研究所	NOBUAKI FURUYA／NASCA|NOBUAKI FURUYA LABORATORY|HOSOGI ARCHITECT & ASSOCIATES	古谷誠章／NASCA|早稲田大学古谷誠章研究室|細木建築研究所	NOBUAKI FURUYA/NASCA|NOBUAKI FURUYA LABORATORY|HOSOGI ARCHITECT & ASSOCIATES
9018	藤村龍至／RFA	RYUJI FUJIMURA / RFA	藤村龍至／RFA	RYUJI FUJIMURA / RFA
9020	山本堀・URリンケージ設計共同体	YAMAMOTO HORI ARCHITECTS ＋ UR LINKAGE	山本堀・URリンケージ設計共同体	YAMAMOTO HORI ARCHITECTS + UR LINKAGE
9021	石本建築事務所|畝森泰行建築設計事務所|	ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM| UNEMORI ARCHITECTS	石本建築事務所|畝森泰行建築設計事務所|	ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM| UNEMORI ARCHITECTS
9022	新日鉄興和不動産|TamSA|コクヨ|イリア|日本設計	NIPPON STEEL KOWA REAL ESTATE| TAMSA| KOKUYO| ILYA| NIHON SEKKEI	新日鉄興和不動産|TAMSA|コクヨ|イリア|日本設計	NIPPON STEEL KOWA REAL ESTATE| TAMSA| KOKUYO| ILYA| NIHON SEKKEI
9023	三井デザインテック|スパイラルデザイン|三井不動産リフォーム	MITSUI DESIGNTEC| SPIRAL DESIGN| MITSUI FUDOSAN REFORM	三井デザインテック|スパイラルデザイン|三井不動産リフォーム	MITSUI DESIGNTEC| SPIRAL DESIGN| MITSUI FUDOSAN REFORM
9026	Minory Arts	MINORY ARTS	MINORY ARTS	MINORY ARTS
9027	HandiHouse project	HANDIHOUSE PROJECT	HANDIHOUSE PROJECT	HANDIHOUSE PROJECT
9029	Arup	ARUP	ARUP	ARUP
9036	前田建設工業|プレイスメディア	MAEDA CORPORATION| PLACEMEDIA	前田建設工業|プレイスメディア	MAEDA CORPORATION| PLACEMEDIA
9037	日本設計|ホシノアーキテクツ	NIHON SEKKEI（MASTER ARCHITECT）　　|　　　　　　 HOSHINO ARCHITECTS（MASTER DESIGNER）	日本設計|ホシノアーキテクツ	NIHON SEKKEI(MASTER ARCHITECT)  |       HOSHINO ARCHITECTS(MASTER DESIGNER)
9041	中西ひろむ建築設計事務所	HIROMU NAKANISHI ARCHITECTS	中西ひろむ建築設計事務所	HIROMU NAKANISHI ARCHITECTS
9042	小篠隆生＋ブンク・アイエイ・KITABA特定建築設計共同企業体	TAKAO OZASA, ATELIER BNK, INSTITUTE OF INTERIOR ARCHITECTURE, KITABA	小篠隆生＋ブンク・アイエイ・KITABA特定建築設計共同企業体	TAKAO OZASA, ATELIER BNK, INSTITUTE OF INTERIOR ARCHITECTURE, KITABA
9044	山下設計|柴滝建築設計事務所	YAMASHITA SEKKEI|　SHIBATAKI ARCHITECT & ASSOCIATES	山下設計|柴滝建築設計事務所	YAMASHITA SEKKEI| SHIBATAKI ARCHITECT & ASSOCIATES
9046	井手健一郎／リズムデザイン|高木冨士川計画事務所	RHYTHMDESIGN | TAKAGI FUJIKAWA ASSOCIATES	井手健一郎／リズムデザイン|高木冨士川計画事務所	RHYTHMDESIGN | TAKAGI FUJIKAWA ASSOCIATES
9050	アトリエ・ワン|西日本旅客鉄道|ジェイアール西日本コンサルタンツ	ATELIER BOW-WOW|JR WEST|JR WEST JAPAN CONSULTANTS COMPANY	アトリエ・ワン|西日本旅客鉄道|ジェイアール西日本コンサルタンツ	ATELIER BOW-WOW|JR WEST|JR WEST JAPAN CONSULTANTS COMPANY
9051	新素材研究所	NEW MATERIAL RESEARCH LABORATORY	新素材研究所	NEW MATERIAL RESEARCH LABORATORY
9052	川島克也＋岡田耕治＋伊藤佐恵／日建設計	NIKKEN SEKKEI	川島克也＋岡田耕治＋伊藤佐恵／日建設計	NIKKEN SEKKEI
9053	妹島和世建築設計事務所|清水建設|設計共同企業体	KAZUYO SEJIMA & ASSOCIATES| SHIMIZU CORPORATION|JV	妹島和世建築設計事務所|清水建設|設計共同企業体	KAZUYO SEJIMA & ASSOCIATES| SHIMIZU CORPORATION|JV
9055	Live Haus建築設計所|飯田貴之建築設計事務所	LIVE HAUS ARCHITECTS|　IIDA TAKAYUKI ARCHITECT & ASSOCIATES	LIVE HAUS建築設計所|飯田貴之建築設計事務所	LIVE HAUS ARCHITECTS| IIDA TAKAYUKI ARCHITECT & ASSOCIATES
9056	藤木隆男建築研究所＋井本佐保里／日本大学	FUJIKI TAKAO ATELIER ARCHITECTS	藤木隆男建築研究所＋井本佐保里／日本大学	FUJIKI TAKAO ATELIER ARCHITECTS
9057	t e c o	T E C O	T E C O	T E C O
9061	アンブレ・アーキテクツ	UMBRE ARCHITECTS　|	アンブレ・アーキテクツ	UMBRE ARCHITECTS |
9062	綾井・土屋・IEE設計共同体	ARATA AYAI ARCHITECTS+STA+INSTITUTE OF EDUCATIONAL ENVIRONMENT	綾井・土屋・IEE設計共同体	ARATA AYAI ARCHITECTS+STA+INSTITUTE OF EDUCATIONAL ENVIRONMENT
9064	川原田康子＋比嘉武彦／kwhgアーキテクツ	KWHG ARCHITECTS	川原田康子＋比嘉武彦／KWHGアーキテクツ	KWHG ARCHITECTS
9065	横田順＋國眼一成／久米設計	KUME SEKKEI	横田順＋國眼一成／久米設計	KUME SEKKEI
9066	石原健也＋西田司／デネフェス･オンデザイン設計共同体	DENEFES＋ONDESIGN	石原健也＋西田司／デネフェス･オンデザイン設計共同体	DENEFES+ONDESIGN
